taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Product Assignment	IMG Release	IMG Submission ID	JGI Project ID / ITS PID	JGI Analysis Product Name	JGI Analysis Project Type	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Combined Sample	Comments	Distance Matrix Calc. Date	Funding Agency	Gene Model QC	Genome Completeness %	High Quality	Is Public	NCBI Taxon ID	NCBI Project ID	RefSeq Project ID	Release Date	Strain	Submission Type	User Access	Genome Size   * assembled	Gene Count   * assembled	
643692048	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus Y.G.57.14	DOE Joint Genome Institute (JGI)	643692048	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16439	NA	Genome Analysis	Ga0030987	Genome Analysis	Gp0002342	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	439386	19487	58923	2009-08-01	Y.G.57.14	Primary	NA	2702058	3079	
2642422550	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Haloterrigena hispanica CDM_6	DOE Joint Genome Institute (JGI)	2642422550	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena hispanica	Yes	0	74362	1066553	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0073310	Genome Analysis	Gp0115199	Gs0114675	2015-11-24	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	392421	0	0	2015-12-01	CDM_6	Primary	NA	3963480	4247	
639633038	Archaea	Finished	Methanosaeta thermophila	Methanosaeta thermophila PT	DOE Joint Genome Institute (JGI)	639633038	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta thermophila	NA	IMG/W 2.1	0	16140	NA	Genome Analysis	Ga0029370	Genome Analysis	Gp0000268	Gs0017685	2007-01-28	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	349307	15765	58469	2007-03-01	PT	Primary	NA	1879471	1785	
2522125038	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoproteales-Type-1-TT1-r01 (from MG_3)	DOE Joint Genome Institute (JGI)	2522125038	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	Yes	0	12890	0	NA	Genome Analysis	Ga0012341	Genome Analysis	Gp0035439	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2267	0	0	2016-11-30	NA	Primary	NA	3041605	3810	
649633053	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Halogeometricum borinquense PR3, DSM 11551	DOE Joint Genome Institute (JGI)	649633053	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense	NA	IMG/W 3.4	0	98059	NA	Genome Analysis	Ga0028984	Genome Analysis	Gp0001930	Gs0000008	2011-03-26	Newbler v. 2.3, Paracel Genome Assembler v. 2.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	469382	20743	54919	2011-07-01	PR3	Primary	NA	3944467	3993	
648028062	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Vulcanisaeta distributa DSM 14429	DOE Joint Genome Institute (JGI)	648028062	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	NA	IMG/W 3.3	0	97988	NA	Genome Analysis	Ga0031485	Genome Analysis	Gp0003691	Gs0000008	2010-10-29	Newbler v. 2.3	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	572478	32589	52827	2011-01-01	IC-017, DSM 14429	Primary	NA	2374137	2592	
641228483	Archaea	Finished	Caldivirga maquilingensis IC-167	Caldivirga maquilingensis IC-167	DOE Joint Genome Institute (JGI)	641228483	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis	NA	IMG/W 2.5	0	16633	NA	Genome Analysis	Ga0028132	Genome Analysis	Gp0000025	Gs0003145	2008-02-07	NA	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	397948	17421	58711	2008-03-01	IC-167	Primary	NA	2077567	2011	
2654587885	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halopenitus persicus IBRC10041	DOE Joint Genome Institute (JGI)	2654587885	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus persicus	Yes	0	79810	1071383	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0075268	Genome Analysis	Gp0116549	Gs0103574	2016-03-14	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1048396	0	0	2016-03-22	DC30,IBRC 10041,KCTC 4046	Primary	NA	3424491	3422	
2681812915	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Haloterrigena daqingensis CGMCC 1.8909	DOE Joint Genome Institute (JGI)	2681812915	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena daqingensis	Yes	0	89899	1085133	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0104462	Genome Analysis	Gp0127337	Gs0110196	2016-06-30	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	588898	0	0	2016-07-11	CGMCC 1.8909	Primary	NA	3830922	3887	
2522572143	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Thermoplasmatales-like-NAG3-r02 (from BED)	DOE Joint Genome Institute (JGI)	2522572143	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13435	0	NA	Genome Analysis	Ga0012669	Genome Analysis	Gp0035752	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	28890	0	0	2016-11-30	NA	Primary	NA	647844	836	
2506783068	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanofollis liminatans GKZPZ, DSM 4140	DOE Joint Genome Institute (JGI)	2506783068	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis liminatans	Yes	0	5941	97913	NA	Genome Analysis	Ga0024950	Genome Analysis	Gp0002267	Gs0000008	2011-08-10	NA	NA	NA	2017-03-28	DOE; DSMZ	Yes	NA	Yes	Yes	28892	52839	0	2011-08-10	GKZPZ, DSM 4140	Primary	NA	2475100	2522	
650716052	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium sp. AL-21	DOE Joint Genome Institute (JGI)	650716052	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus	NA	IMG/W 3.5	0	402817	NA	Genome Analysis	Ga0029345	Genome Analysis	Gp0008935	Gs0014975	2011-08-22	NA	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	877455	53495	63623	2011-12-01	AL-21	Primary	NA	2583753	2584	
646564550	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanohalophilus mahii SLP, DSM 5219	DOE Joint Genome Institute (JGI)	646564550	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	NA	IMG/W 3.2	0	97914	NA	Genome Analysis	Ga0029366	Genome Analysis	Gp0003612	Gs0000008	2010-06-24	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	547558	30711	47313	2010-08-01	SLP, DSM 5219	Primary	NA	2012424	2095	
2642422561	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Methanolobus vulcani PL 12/M	DOE Joint Genome Institute (JGI)	2642422561	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus vulcani	Yes	0	74400	1066548	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0073305	Genome Analysis	Gp0115129	Gs0114675	2015-11-24	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	38026	0	0	2015-12-01	PL 12/M	Primary	NA	2947907	2902	
640753036	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus vannielii SB	DOE Joint Genome Institute (JGI)	640753036	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus vannielii	NA	IMG/W 2.4	0	16753	NA	Genome Analysis	Ga0029361	Genome Analysis	Gp0000120	Gs0000006	2007-10-09	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	406327	17889	58767	2007-12-01	SB	Primary	NA	1720048	1755	
